ID ANSSI,Titre ANSSI,Type,Date de publication,Lien ANSSI,CVE,Description,Score CVSS,Gravité CVSS,Type CWE,CWE Description,Score EPSS,Éditeur,Produit,Versions affectées
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcm6490_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcm6490,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcn7606_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcn7606,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcn9011_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcn9011,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcn9012_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcn9012,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcn9074_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcn9074,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs2290_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs2290,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs405_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs405,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs410_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs410,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs4290_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs4290,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs610_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs610,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs6125_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs6125,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs6490_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qcs6490,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qrb5165_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qrb5165,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qrb5165m_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qrb5165m,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qrb5165n_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qrb5165n,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qualcomm215_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,qualcomm215,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa6145p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa6145p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa6150p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa6150p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa6155_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa6155,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa6155p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa6155p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa8145p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa8145p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa8150p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa8150p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa8155_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa8155,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa8155p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa8155p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa8195p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sa8195p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sd_675_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sd_675,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,9.8,CRITICAL,CWE-787,CWE-787,0.0071,qualcomm,sd_8_gen1_5g_firmware,-
